Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
341988,somewhat threatening phone calls,15-06-2015,17:54:51,Customer Care Call,Grand Rapids,Michigan,49534,Closed,No
339908,Data Cap overages,14-06-2015,13:09:16,Internet,Grayson,Georgia,30017,Open,No
266456,INTERNET VIRUS POP UP SCAM CLAIMING TO BE WITH COMCAST,30-04-2015,13:27:48,Customer Care Call,Green Cove Springs,Florida,32043,Closed,No
252504,Intermittent internet connection,23-04-2015,13:33:41,Internet,Greenacres,Florida,33463,Closed,No
333437,Raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement,06-10-2015,17:24:08,Customer Care Call,Greenfield,Indiana,46140,Solved,No
295997,Comcast,18-05-2015,20:00:03,Internet,Greensburg,Pennsylvania,15601,Solved,No
225315,Comcast Internet,04-08-2015,19:55:18,Customer Care Call,Greentown,Indiana,46936,Closed,No
343555,Comcast,16-06-2015,14:44:41,Customer Care Call,Greentown,Indiana,46936,Solved,No
224687,Issues with Comcast Customer Service due to loss of Internet,04-08-2015,16:09:57,Customer Care Call,Greenwood Village,Colorado,80111,Closed,No
360665,Speeds being throttled.,24-06-2015,00:47:19,Internet,Gresham,Oregon,97030,Open,No
266833,internet essentials for low income families,30-04-2015,15:24:35,Customer Care Call,Griffin,Georgia,30223,Closed,No
348580,Hearsts Magazine contest scam,18-06-2015,12:23:50,Internet,Griffith,Indiana,46319,Closed,No
226766,Comcast,04-09-2015,14:36:14,Customer Care Call,Grosse Ile,Michigan,48138,Closed,No
364523,Comcast,25-06-2015,12:16:43,Internet,Grosse Pointe,Michigan,48230,Solved,No
372910,Comcast Internet Service,29-06-2015,16:24:21,Customer Care Call,Grosse Pointe,Michigan,48230,Open,No
360578,Comcast Bundles,23-06-2015,23:58:01,Internet,Grosse Pointe Farms,Michigan,48236,Solved,No
274464,Comcast Fraud?,05-05-2015,16:33:13,Internet,Grosse Pointe Park,Michigan,48230,Closed,No
230174,Comcast surprise increase in charges,04-10-2015,23:05:54,Customer Care Call,Grovetown,Georgia,30813,Closed,No
231207,Internet Problems,04-12-2015,13:13:28,Customer Care Call,Gurnee,Illinois,60031,Closed,No
241373,Comcast Rrefund Owing to Us since 3/12/2015,17-04-2015,13:03:34,Internet,Half Moon Bay,California,94019,Closed,No
246111,Still Overcharged,20-04-2015,21:38:53,Internet,Half Moon Bay,California,94019,Closed,No
330473,Charged for speeds they can not provide,06-09-2015,13:45:08,Internet,Hallandale Beach,Florida,33009,Open,No
281318,Comcast deception,05-08-2015,20:16:21,Internet,Hammonton,New Jersey,8037,Open,No
356497,COMCAST - Slow Down Imternet Speed,22-06-2015,16:36:57,Customer Care Call,Hampton,Georgia,30228,Solved,No
360621,Data Caps,24-06-2015,00:22:34,Internet,Hampton Cove,Alabama,35763,Pending,No
253565,Comcast billing complaint,23-04-2015,17:28:29,Internet,Hampton Falls,New Hampshire,3844,Closed,Yes
360582,Frequent interruptions,23-06-2015,23:59:51,Internet,Hamtramck,Michigan,48212,Solved,No
224890,Comcast Overbilling,04-08-2015,17:06:25,Customer Care Call,Hanover,Pennsylvania,17331,Closed,No
339928,Throttling by Comcast/Xfinity,14-06-2015,13:38:06,Customer Care Call,Hanover,Pennsylvania,17331,Open,No
342068,no internet last 4 days even after more than 10 calls and spending 10 hours with comcast on phone,15-06-2015,18:20:53,Customer Care Call,Hanover Park,Illinois,60133,Solved,No
259223,Comcast slamming/overcharge/,27-04-2015,14:33:32,Internet,Happy Valley,Oregon,97086,Closed,Yes
360344,Speeds received are not as advertised,23-06-2015,22:20:38,Customer Care Call,Happy Valley,Oregon,97086,Open,No
363273,Comcast throttling speeds,24-06-2015,19:27:52,Customer Care Call,Happy Valley,Oregon,97086,Closed,No
359049,Comcast Billing,23-06-2015,15:46:45,Internet,Harleysville,Pennsylvania,19438,Solved,No
347018,Fraudulent Billing by ComCast,17-06-2015,18:53:41,Customer Care Call,Harrisburg,Pennsylvania,17101,Open,No
361639,Comcast Throttling,24-06-2015,12:22:23,Customer Care Call,Hartford,Michigan,49057,Open,No
293326,Throttle of my Internet access speeds by Comcast,16-05-2015,13:34:04,Internet,Hatboro,Pennsylvania,19040,Solved,No
356538,Comcast Overcharge for Internet Service for over One Year,22-06-2015,16:43:57,Customer Care Call,Hatfield,Pennsylvania,19440,Solved,Yes
375750,"Not receiving refund of service from Comcast, for over 90 days",30-06-2015,17:57:02,Internet,Hatfield,Pennsylvania,19440,Open,No
238291,Unfair and Deceptive Trade Practices,15-04-2015,21:27:39,Internet,Hattiesburg,Mississippi,39402,Closed,No
248207,Comcast Bill Internet Usage,21-04-2015,15:22:13,Internet,Hattiesburg,Mississippi,39402,Closed,Yes
286995,Comcast Data Cap,13-05-2015,03:04:28,Customer Care Call,Hattiesburg,Mississippi,39402,Open,No
308968,Over Billing Issues,27-05-2015,11:25:53,Customer Care Call,Hattiesburg,Mississippi,39402,Solved,No
360298,Comcast Billing Practices,23-06-2015,22:10:39,Customer Care Call,Haverhill,Florida,33417,Pending,No
361840,high payment,24-06-2015,13:08:24,Internet,Havre De Grace,Maryland,21078,Solved,No
361112,Comcast Support,24-06-2015,10:02:10,Customer Care Call,Hayward,California,94542,Solved,No
370392,Comcast Internet/Cable contacted them over the phone and chat,27-06-2015,18:45:28,Internet,Hayward,California,94544,Solved,No
294686,Comcast Usage Data Plan,18-05-2015,11:54:20,Internet,Hendersonville,Tennessee,37075,Solved,No
373658,Comcast Data Usage Cap/Limit,29-06-2015,20:48:35,Customer Care Call,Hendersonville,Tennessee,37075,Pending,No
235196,Cable,14-04-2015,15:43:01,Customer Care Call,Henrico,Virginia,23231,Closed,No
342417,Charges,15-06-2015,22:10:20,Customer Care Call,Hermitage,Tennessee,37076,Open,No
340359,Comcast data caps,15-06-2015,03:26:03,Customer Care Call,Hermitage,Tennessee,37076,Solved,No
342685,Comcast Data Usage Cap,16-06-2015,09:57:49,Internet,Hermitage,Tennessee,37076,Solved,No
306165,comcast keeps charging for me for over the limit internet - when says we have unlimited,25-05-2015,19:51:25,Internet,Hernando,Mississippi,38632,Solved,No
371221,Data overage charges,28-06-2015,19:07:28,Customer Care Call,Hernando,Mississippi,38632,Open,No
225777,No Internet,04-09-2015,09:40:11,Customer Care Call,Hialeah,Florida,33012,Closed,No
225684,Continues services interruptions causing losses to my business,04-09-2015,07:17:23,Customer Care Call,Hialeah,Florida,33013,Closed,No
298804,Comcast blocking services,20-05-2015,11:27:12,Internet,Hialeah,Florida,33012,Solved,No
228155,Fake charges,04-10-2015,09:53:24,Internet,Hialeah Gardens,Florida,33018,Closed,No
249245,Billing Issues/Service Issues,21-04-2015,22:56:32,Internet,Highlands Ranch,Colorado,80130,Closed,No
359219,Comcast Charging Fee without warning,23-06-2015,16:21:41,Internet,Hillsboro,Oregon,97124,Solved,No
321631,Comcast service levels,06-03-2015,16:22:04,Internet,Hillsborough,California,94010,Open,No
357880,One Sided Contracts,23-06-2015,11:43:14,Internet,Hillsborough,New Jersey,8844,Solved,No
340344,Comcast Fraudulent Charges,15-06-2015,00:58:28,Customer Care Call,Hiram,Georgia,30141,Solved,No
348204,comcast data useage caps and charges,18-06-2015,10:35:27,Customer Care Call,Hiram,Georgia,30141,Solved,No
228511,Comcast cable unauthorized charges,04-10-2015,11:58:45,Customer Care Call,Hixson,Tennessee,37343,Closed,No
228514,Comcast cable unauthorized charges,04-10-2015,11:59:28,Internet,Hixson,Tennessee,37343,Closed,No
343049,comcast fraudulent pricing and practices,16-06-2015,11:55:45,Customer Care Call,Hobart,Indiana,46342,Solved,No
359438,Comcast and competition,23-06-2015,17:13:06,Internet,Hoffman Estates,Illinois,60192,Solved,No
274483,Comcast/earthlink,05-05-2015,16:36:52,Internet,Hoirn Lake,Mississippi,38637,Solved,No
350621,Speed Throttling,18-06-2015,20:48:58,Customer Care Call,Holladay,Utah,84117,Open,No
361366,Charged double/Speeds throttled,24-06-2015,11:09:20,Internet,Holland,Michigan,49423,Solved,No
366714,Comcast Rate Hike,25-06-2015,18:19:40,Customer Care Call,Holland,Michigan,49423,Solved,No
359054,Internet speed,23-06-2015,15:47:31,Customer Care Call,Holly,Michigan,48442,Solved,No
233627,COMCAST XFINITY,13-04-2015,22:08:42,Internet,Hollywood,Florida,33009,Closed,No
278221,Internet Cable Alarm,05-07-2015,13:12:12,Customer Care Call,Hollywood,Florida,33019,Closed,No
278286,Phone Internet Cable Alarm,05-07-2015,13:30:49,Internet,Hollywood,Florida,33019,Closed,No
305865,comcast service overcharge for internet and phone,25-05-2015,13:50:01,Internet,Hollywood,Florida,33019,Solved,No
331835,billing and internet connection,06-09-2015,22:41:14,Internet,Hollywood,Florida,33021,Solved,No
360555,Comcast internet price high,23-06-2015,23:45:11,Customer Care Call,Hollywood,Florida,33024,Solved,No
232905,Comcast,13-04-2015,16:41:19,Customer Care Call,Hollywood Beach,Florida,33019,Closed,No
305108,Comcast refuses to service address,23-05-2015,21:44:33,Internet,Homeland,Florida,33847,Closed,No
262834,Overcharge/ promo end,28-04-2015,19:53:50,Customer Care Call,Homestead,Florida,33033,Closed,Yes
272785,"Hang-ups, Lies, Bill more than 2x higher & more",05-04-2015,20:51:23,Customer Care Call,Homestead,Florida,33030,Closed,No
369319,Lies and deception,26-06-2015,20:19:37,Internet,Homestead,Florida,33092,Solved,No
362852,Comcast Refuses to Refund Deposit According to Initial Terms,24-06-2015,17:02:55,Internet,Hopkins,Minnesota,55343,Solved,No
289924,Comcast Data Caps,14-05-2015,13:38:45,Internet,Horn Lake,Mississippi,38637,Solved,No
359979,Data Cap,23-06-2015,19:55:57,Internet,Horn Lake,Mississippi,38637,Pending,No
231729,comcast contract problem,13-04-2015,10:28:49,Internet,Houston,Texas,77049,Closed,No
257575,intermittent service,26-04-2015,09:05:55,Internet,Houston,Texas,77079,Closed,No
228467,Comcast-Overcharges,04-10-2015,11:48:04,Internet,Houston,Texas,77049,Closed,No
235672,COMCAST,14-04-2015,18:25:32,Internet,Houston,Texas,77076,Closed,No
254754,MONTHLY BILL,24-04-2015,10:31:56,Internet,Houston,Texas,77083,Closed,No
259151,"Deceptive business practice with ""Service Protection Plan""",27-04-2015,14:17:44,Customer Care Call,Houston,Texas,77025,Closed,No
266346,Billing Error,30-04-2015,12:59:17,Internet,Houston,Texas,77084,Closed,Yes
290828,Unreliable Service,14-05-2015,18:44:00,Customer Care Call,Houston,Texas,77227,Solved,No
303252,Billing and threats,22-05-2015,12:19:37,Customer Care Call,Houston,Texas,77021,Solved,No
312890,Horrible Internet Speed not what I pay for,29-05-2015,07:01:05,Customer Care Call,Houston,Texas,77045,Open,No
315608,Comcast Service Failure,31-05-2015,10:56:25,Internet,Houston,Texas,77033,Pending,No
322517,Incomplete billing cycle,06-04-2015,00:16:25,Internet,Houston,Texas,77035,Closed,No
326349,Internet System Reliability,06-05-2015,20:59:07,Customer Care Call,Houston,Texas,77019,Solved,No
331890,Faulty Bill for More Profit,06-09-2015,23:44:40,Internet,Houston,Texas,77033,Closed,No
338384,Comcast - Overcharging/Unnecessary Charges,06-12-2015,20:26:02,Customer Care Call,Houston,Texas,77090,Solved,No
348900,Throttling by Comcast,18-06-2015,13:43:00,Internet,Houston,Texas,77057,Pending,No
357816,Billed for internet service that was never installed,23-06-2015,11:24:06,Internet,Houston,Texas,77008,Open,Yes
358688,Billing and New Account Issues,23-06-2015,14:34:56,Customer Care Call,Houston,Texas,77096,Open,No
360673,Comcast high prices and throttling speeds,24-06-2015,00:57:49,Customer Care Call,Houston,Texas,77039,Solved,No
360698,Comcast Predatory Pricing forcing purchase of cable.,24-06-2015,01:17:10,Internet,Houston,Texas,77058,Solved,No
360788,Comcast Billing,24-06-2015,03:02:38,Internet,Houston,Texas,77054,Open,No
360768,speed/pricing,24-06-2015,02:34:16,Internet,Houston,Texas,77076,Open,No
363717,Comcast Internet Slow,24-06-2015,23:59:59,Customer Care Call,Houston,Texas,77025,Solved,No
367279,The monthly bill for my internet service has become too expensive.,25-06-2015,23:36:46,Customer Care Call,Houston,Texas,77024,Solved,No
363809,Throttling,25-06-2015,04:22:07,Customer Care Call,Houston,Texas,77084,Pending,Yes
366222,Comcast Internet Service Complaint,25-06-2015,16:20:58,Customer Care Call,Houston,Texas,77042,Open,No
366722,"poor quality service, multiple disconnections prior to disconnect date and after I have made payments still got disconnected multiple times",25-06-2015,18:22:49,Customer Care Call,Houston,Texas,77083,Solved,No
367079,Comcast,25-06-2015,21:01:05,Internet,Houston,Texas,77077,Open,No
367936,"Being lied to, and mislead by Comcast / Xfinity",26-06-2015,11:59:51,Internet,Houston,Texas,77054,Solved,No
370513,Internet connection not available,27-06-2015,20:23:26,Customer Care Call,Houston,Texas,77042,Solved,No
372497,Comcast Service Issues,29-06-2015,14:40:31,Customer Care Call,Houston,Texas,77061,Pending,No
375847,Comcast bundles useless services to charge more.,30-06-2015,18:36:52,Internet,Houston,Texas,77025,Open,No
376328,Comcast Failed to deliver service that was advertised,30-06-2015,23:24:39,Internet,Houston,Texas,77064,Open,No
367137,"Comcast wont honor discount, bill higher than what was agreed",25-06-2015,21:31:25,Internet,Howell,Michigan,48843,Solved,Yes
362687,"Poor customer service, terrible Internet speeds, prices are way too high.",24-06-2015,16:27:43,Customer Care Call,Hudsonville,Michigan,49426,Open,No
339509,Comcast Bundle Promotion Bait and Switch,13-06-2015,20:17:11,Internet,Hughesville,Maryland,20637,Open,No
220424,COMCAST INTERNET SERVICE LARGE INCREASES & IMPROPER BILLINGS ON PROMTIONS FOR ONE YR,04-06-2015,18:50:35,Internet,Humble,Texas,77396,Closed,No
305929,Comcast refused to install internet,25-05-2015,14:52:58,Internet,Humble,Texas,77346,Open,No
324340,Text on Facebook,06-04-2015,20:11:55,Customer Care Call,Humble,Texas,77338,Closed,No
327756,Comcast (customer.xfinity.com),06-08-2015,00:00:58,Internet,Humble,Texas,77396,Solved,No
347206,"Low internet speed complaint against Comcast Xfinity Houston, Texas",17-06-2015,19:43:25,Internet,Humble,Texas,77346,Solved,No
367390,Billing and false advertising,26-06-2015,06:14:22,Customer Care Call,Humble,Texas,77346,Solved,No
274968,Comcast Charging Service Fee To Customer--Customer Didn't Cause Issue,05-05-2015,19:39:25,Internet,Huntington,West Virginia,25703,Closed,No
363353,Comcast,24-06-2015,20:16:57,Customer Care Call,Huntington,West Virginia,25705,Open,No
211904,Unable to get in touch with anyone that has the power to cancel my services,04-01-2015,13:06:33,Customer Care Call,Huntsville,Alabama,35801,Closed,No
278031,Comcast's data caps are anti-consumer.,05-07-2015,12:29:03,Internet,Huntsville,Alabama,35803,Solved,No
293104,HBOGO on PS4,16-05-2015,10:03:46,Internet,Huntsville,Alabama,35811,Solved,No
361714,Throttled Speed During Peak Hours,24-06-2015,12:39:09,Customer Care Call,Huntsville,Alabama,35806,Solved,Yes
363900,Customer Service lied about extra fees,25-06-2015,08:31:26,Internet,Huntsville,Alabama,35806,Solved,No
370142,Xfinity Data Cap,27-06-2015,15:32:14,Internet,Huntsville,Alabama,35802,Open,No
347695,Comcast Services,17-06-2015,23:52:46,Customer Care Call,Huston,Texas,77024,Solved,No
336545,"Charged for activation kit that was never sent, needed or used",06-12-2015,11:20:13,Customer Care Call,Hydes,Maryland,21082,Closed,No
223149,Adding services Not Requested and Increasing fees without notification.,04-08-2015,00:02:57,Customer Care Call,Independence,Missouri,64056,Closed,No
214960,Renewed contract without my permission or consent,04-02-2015,17:01:22,Customer Care Call,Indianapolis,Indiana,46229,Closed,No
219813,"Ongoing issue with bill, Supervisors, Issue Not Fixed",04-06-2015,15:17:01,Internet,Indianapolis,Indiana,46260,Closed,No
227123,Comcast,04-09-2015,16:09:46,Customer Care Call,Indianapolis,Indiana,46228,Closed,No
234921,Comcast failure to provide adequate service,14-04-2015,14:30:32,Internet,Indianapolis,Indiana,46217,Closed,No
267371,assessing unjustified late fees,30-04-2015,18:22:14,Customer Care Call,Indianapolis,Indiana,46220,Closed,No
268877,Unable to fully use services and high bills,05-01-2015,14:43:16,Customer Care Call,Indianapolis,Indiana,46229,Solved,No
272382,Comcast,05-04-2015,17:19:59,Internet,Indianapolis,Indiana,46254,Open,No
280018,Comcast in Indianapolis scam,05-08-2015,11:47:22,Internet,Indianapolis,Indiana,46217,Solved,No
296536,Comcast billing,19-05-2015,10:14:11,Internet,Indianapolis,Indiana,46260,Solved,Yes
307772,COMCAST CUSTOMER CARE ( RACISM),26-05-2015,16:20:31,Customer Care Call,Indianapolis,Indiana,46236,Solved,No
307782,COMCAST CUSTOMER CARE ( RACISM),26-05-2015,16:22:08,Customer Care Call,Indianapolis,Indiana,46236,Closed,No
311036,internet and service,28-05-2015,11:00:13,Customer Care Call,Indianapolis,Indiana,46250,Open,No
337985,HBO shouldn't have a load time,06-12-2015,17:28:32,Customer Care Call,Indianapolis,Indiana,46268,Solved,No
338719,Comcast customer service agents lie about offers to switch,13-06-2015,07:27:17,Internet,Indianapolis,Indiana,46234,Solved,No
342775,Comcast technical/customer service and billing problems,16-06-2015,10:30:01,Customer Care Call,Indianapolis,Indiana,46278,Solved,No
353431,Comcast/Xfinity Internet Gouging,20-06-2015,01:08:13,Customer Care Call,Indianapolis,Indiana,46256,Solved,No
359596,Pricing Problems Even After Promises,23-06-2015,17:53:18,Customer Care Call,Indianapolis,Indiana,46268,Open,No
361367,Comcast Business Services-Email Accounts,24-06-2015,11:09:32,Customer Care Call,Indianapolis,Indiana,46268,Solved,No
361001,keep getting charged for modem rental and I bought my own 7 months ago!,24-06-2015,09:22:46,Internet,Indianapolis,Indiana,46278,Solved,No
362921,Comcast billing,24-06-2015,17:23:11,Customer Care Call,Indianapolis,Indiana,46268,Solved,No
372121,Internet Service Provider Comcast harassing me to return equipment I already returned,29-06-2015,12:45:16,Customer Care Call,Indianapolis,Indiana,46237,Solved,No
